fileID	LHAID	mzp	ma	mhp	mh2	mDM	tanBeta	gZ	Sigma[pb]
134	263400	2300.0	400.0	400.0	400.0	100	1.2	0.8	0.0024444
135	263400	2300.0	400.0	400.0	400.0	100	1.4	0.8	0.0025081
136	263400	2300.0	400.0	400.0	400.0	100	1.6	0.8	0.0024236
137	263400	2300.0	400.0	400.0	400.0	100	1.8	0.8	0.0022812
138	263400	2300.0	400.0	400.0	400.0	100	2.0	0.8	0.0021071
139	263400	2300.0	400.0	400.0	400.0	100	2.5	0.8	0.0016658
140	263400	2300.0	400.0	400.0	400.0	100	3.0	0.8	0.0013023
141	263400	2300.0	400.0	400.0	400.0	100	3.5	0.8	0.0010318
142	263400	2300.0	400.0	400.0	400.0	100	4.0	0.8	0.00082402
143	263400	2300.0	400.0	400.0	400.0	100	4.5	0.8	0.00067165
144	263400	2300.0	400.0	400.0	400.0	100	5.0	0.8	0.00055495
145	263400	2300.0	400.0	400.0	400.0	100	7.0	0.8	0.00029068
146	263400	2300.0	400.0	400.0	400.0	100	10.0	0.8	0.00013756
23	263400	2450.0	400.0	400.0	400.0	100	0.4	0.8	0.0002291
24	263400	2450.0	400.0	400.0	400.0	100	0.6	0.8	0.00067967
13	263400	2450.0	400.0	400.0	400.0	100	0.8	0.8	0.0011861
147	263400	2450.0	400.0	400.0	400.0	100	1.0	0.8	0.0015573
148	263400	2450.0	400.0	400.0	400.0	100	1.2	0.8	0.0017505
149	263400	2450.0	400.0	400.0	400.0	100	1.4	0.8	0.0017907
150	263400	2450.0	400.0	400.0	400.0	100	1.6	0.8	0.0017346
151	263400	2450.0	400.0	400.0	400.0	100	1.8	0.8	0.0016317
152	263400	2450.0	400.0	400.0	400.0	100	2.0	0.8	0.0015068
153	263400	2450.0	400.0	400.0	400.0	100	2.5	0.8	0.0011898
154	263400	2450.0	400.0	400.0	400.0	100	3.0	0.8	0.00093026
155	263400	2450.0	400.0	400.0	400.0	100	3.5	0.8	0.00073538
156	263400	2450.0	400.0	400.0	400.0	100	4.0	0.8	0.0005914
157	263400	2450.0	400.0	400.0	400.0	100	4.5	0.8	0.00048019
158	263400	2450.0	400.0	400.0	400.0	100	5.0	0.8	0.00039621
159	263400	2450.0	400.0	400.0	400.0	100	7.0	0.8	0.00020809
160	263400	2450.0	400.0	400.0	400.0	100	10.0	0.8	9.8354e-05
25	263400	2700.0	400.0	400.0	400.0	100	0.4	0.8	0.00013496
26	263400	2700.0	400.0	400.0	400.0	100	0.6	0.8	0.00039575
14	263400	2700.0	400.0	400.0	400.0	100	0.8	0.8	0.00068815
161	263400	2700.0	400.0	400.0	400.0	100	1.0	0.8	0.00090652
162	263400	2700.0	400.0	400.0	400.0	100	1.2	0.8	0.0010159
163	263400	2700.0	400.0	400.0	400.0	100	1.4	0.8	0.0010405
164	263400	2700.0	400.0	400.0	400.0	100	1.6	0.8	0.0010099
165	263400	2700.0	400.0	400.0	400.0	100	1.8	0.8	0.00094894
166	263400	2700.0	400.0	400.0	400.0	100	2.0	0.8	0.00087355
167	263400	2700.0	400.0	400.0	400.0	100	2.5	0.8	0.00069363
168	263400	2700.0	400.0	400.0	400.0	100	3.0	0.8	0.00054117
169	263400	2700.0	400.0	400.0	400.0	100	3.5	0.8	0.00042775
170	263400	2700.0	400.0	400.0	400.0	100	4.0	0.8	0.00034301
171	263400	2700.0	400.0	400.0	400.0	100	4.5	0.8	0.00027894
172	263400	2700.0	400.0	400.0	400.0	100	5.0	0.8	0.0002305
173	263400	2700.0	400.0	400.0	400.0	100	7.0	0.8	0.00012045
174	263400	2700.0	400.0	400.0	400.0	100	10.0	0.8	5.7257e-05
27	263400	2750.0	400.0	400.0	400.0	100	0.4	0.8	0.00012119
28	263400	2750.0	400.0	400.0	400.0	100	0.6	0.8	0.00035735
15	263400	2750.0	400.0	400.0	400.0	100	0.8	0.8	0.00061952
175	263400	2750.0	400.0	400.0	400.0	100	1.0	0.8	0.00081307
176	263400	2750.0	400.0	400.0	400.0	100	1.2	0.8	0.00091203
177	263400	2750.0	400.0	400.0	400.0	100	1.4	0.8	0.00093578
178	263400	2750.0	400.0	400.0	400.0	100	1.6	0.8	0.00090789
179	263400	2750.0	400.0	400.0	400.0	100	1.8	0.8	0.00085436
180	263400	2750.0	400.0	400.0	400.0	100	2.0	0.8	0.00078662
181	263400	2750.0	400.0	400.0	400.0	100	2.5	0.8	0.00062315
182	263400	2750.0	400.0	400.0	400.0	100	3.0	0.8	0.00048682
183	263400	2750.0	400.0	400.0	400.0	100	3.5	0.8	0.00038483
184	263400	2750.0	400.0	400.0	400.0	100	4.0	0.8	0.00030866
185	263400	2750.0	400.0	400.0	400.0	100	4.5	0.8	0.00025126
186	263400	2750.0	400.0	400.0	400.0	100	5.0	0.8	0.00020744
187	263400	2750.0	400.0	400.0	400.0	100	7.0	0.8	0.00010836
188	263400	2750.0	400.0	400.0	400.0	100	10.0	0.8	5.1374e-05
29	263400	2800.0	400.0	400.0	400.0	100	0.4	0.8	0.00010962
30	263400	2800.0	400.0	400.0	400.0	100	0.6	0.8	0.00032139
16	263400	2800.0	400.0	400.0	400.0	100	0.8	0.8	0.00055717
189	263400	2800.0	400.0	400.0	400.0	100	1.0	0.8	0.00073202
190	263400	2800.0	400.0	400.0	400.0	100	1.2	0.8	0.0008211
191	263400	2800.0	400.0	400.0	400.0	100	1.4	0.8	0.00083966
192	263400	2800.0	400.0	400.0	400.0	100	1.6	0.8	0.00081613
193	263400	2800.0	400.0	400.0	400.0	100	1.8	0.8	0.00076614
194	263400	2800.0	400.0	400.0	400.0	100	2.0	0.8	0.00070837
195	263400	2800.0	400.0	400.0	400.0	100	2.5	0.8	0.00055814
196	263400	2800.0	400.0	400.0	400.0	100	3.0	0.8	0.00043853
197	263400	2800.0	400.0	400.0	400.0	100	3.5	0.8	0.0003464
198	263400	2800.0	400.0	400.0	400.0	100	4.0	0.8	0.00027728
199	263400	2800.0	400.0	400.0	400.0	100	4.5	0.8	0.00022595
200	263400	2800.0	400.0	400.0	400.0	100	5.0	0.8	0.00018677
201	263400	2800.0	400.0	400.0	400.0	100	7.0	0.8	9.7484e-05
202	263400	2800.0	400.0	400.0	400.0	100	10.0	0.8	4.6306e-05
31	263400	2850.0	400.0	400.0	400.0	100	0.4	0.8	9.8727e-05
32	263400	2850.0	400.0	400.0	400.0	100	0.6	0.8	0.00028921
17	263400	2850.0	400.0	400.0	400.0	100	0.8	0.8	0.00050116
203	263400	2850.0	400.0	400.0	400.0	100	1.0	0.8	0.00065825
204	263400	2850.0	400.0	400.0	400.0	100	1.2	0.8	0.00073948
205	263400	2850.0	400.0	400.0	400.0	100	1.4	0.8	0.00075801
206	263400	2850.0	400.0	400.0	400.0	100	1.6	0.8	0.00073282
207	263400	2850.0	400.0	400.0	400.0	100	1.8	0.8	0.00069177
208	263400	2850.0	400.0	400.0	400.0	100	2.0	0.8	0.00063591
209	263400	2850.0	400.0	400.0	400.0	100	2.5	0.8	0.0005051
210	263400	2850.0	400.0	400.0	400.0	100	3.0	0.8	0.00039486
211	263400	2850.0	400.0	400.0	400.0	100	3.5	0.8	0.00031148
212	263400	2850.0	400.0	400.0	400.0	100	4.0	0.8	0.00025038
213	263400	2850.0	400.0	400.0	400.0	100	4.5	0.8	0.00020356
214	263400	2850.0	400.0	400.0	400.0	100	5.0	0.8	0.00016792
215	263400	2850.0	400.0	400.0	400.0	100	7.0	0.8	8.7854e-05
216	263400	2850.0	400.0	400.0	400.0	100	10.0	0.8	4.1771e-05
33	263400	2900.0	400.0	400.0	400.0	100	0.4	0.8	8.9317e-05
34	263400	2900.0	400.0	400.0	400.0	100	0.6	0.8	0.00026055
18	263400	2900.0	400.0	400.0	400.0	100	0.8	0.8	0.00045252
217	263400	2900.0	400.0	400.0	400.0	100	1.0	0.8	0.00059349
218	263400	2900.0	400.0	400.0	400.0	100	1.2	0.8	0.00066686
219	263400	2900.0	400.0	400.0	400.0	100	1.4	0.8	0.00068352
220	263400	2900.0	400.0	400.0	400.0	100	1.6	0.8	0.00066223
221	263400	2900.0	400.0	400.0	400.0	100	1.8	0.8	0.00062289
222	263400	2900.0	400.0	400.0	400.0	100	2.0	0.8	0.00057568
223	263400	2900.0	400.0	400.0	400.0	100	2.5	0.8	0.00045461
224	263400	2900.0	400.0	400.0	400.0	100	3.0	0.8	0.00035571
225	263400	2900.0	400.0	400.0	400.0	100	3.5	0.8	0.00028088
226	263400	2900.0	400.0	400.0	400.0	100	4.0	0.8	0.00022532
227	263400	2900.0	400.0	400.0	400.0	100	4.5	0.8	0.00018333
228	263400	2900.0	400.0	400.0	400.0	100	5.0	0.8	0.00015149
229	263400	2900.0	400.0	400.0	400.0	100	7.0	0.8	7.9153e-05
230	263400	2900.0	400.0	400.0	400.0	100	10.0	0.8	3.765e-05
35	263400	2950.0	400.0	400.0	400.0	100	0.4	0.8	8.0682e-05
36	263400	2950.0	400.0	400.0	400.0	100	0.6	0.8	0.00023545
19	263400	2950.0	400.0	400.0	400.0	100	0.8	0.8	0.00040804
231	263400	2950.0	400.0	400.0	400.0	100	1.0	0.8	0.0005359
232	263400	2950.0	400.0	400.0	400.0	100	1.2	0.8	0.00060195
233	263400	2950.0	400.0	400.0	400.0	100	1.4	0.8	0.00061609
234	263400	2950.0	400.0	400.0	400.0	100	1.6	0.8	0.00059704
235	263400	2950.0	400.0	400.0	400.0	100	1.8	0.8	0.00056176
236	263400	2950.0	400.0	400.0	400.0	100	2.0	0.8	0.00051835
237	263400	2950.0	400.0	400.0	400.0	100	2.5	0.8	0.00040924
238	263400	2950.0	400.0	400.0	400.0	100	3.0	0.8	0.00032035
239	263400	2950.0	400.0	400.0	400.0	100	3.5	0.8	0.00025315
240	263400	2950.0	400.0	400.0	400.0	100	4.0	0.8	0.00020338
241	263400	2950.0	400.0	400.0	400.0	100	4.5	0.8	0.00016562
242	263400	2950.0	400.0	400.0	400.0	100	5.0	0.8	0.00013646
243	263400	2950.0	400.0	400.0	400.0	100	7.0	0.8	7.1336e-05
244	263400	2950.0	400.0	400.0	400.0	100	10.0	0.8	3.3835e-05
