fileID	LHAID	mzp	ma	mhp	mh2	mDM	tanBeta	gZ	Sigma[pb]
7	263400	550.0	500.0	500.0	500.0	100	0.4	0.8	0.00073984
8	263400	550.0	500.0	500.0	500.0	100	0.6	0.8	0.00162223
9	263400	550.0	500.0	500.0	500.0	100	0.8	0.8	0.00230227
29	263400	550.0	500.0	500.0	500.0	100	1.0	0.8	0.0026473
45	263400	550.0	500.0	500.0	500.0	100	1.2	0.8	0.0027368
83	263400	550.0	500.0	500.0	500.0	100	1.4	0.8	0.0026613
84	263400	550.0	500.0	500.0	500.0	100	1.6	0.8	0.0024942
85	263400	550.0	500.0	500.0	500.0	100	1.8	0.8	0.0023031
86	263400	550.0	500.0	500.0	500.0	100	2.0	0.8	0.00208869
87	263400	550.0	500.0	500.0	500.0	100	2.5	0.8	0.00160852
88	263400	550.0	500.0	500.0	500.0	100	3.0	0.8	0.00123897
89	263400	550.0	500.0	500.0	500.0	100	3.5	0.8	0.00097866
90	263400	550.0	500.0	500.0	500.0	100	4.0	0.8	0.00077738
91	263400	550.0	500.0	500.0	500.0	100	4.5	0.8	0.00063181
92	263400	550.0	500.0	500.0	500.0	100	5.0	0.8	0.00052351
93	263400	550.0	500.0	500.0	500.0	100	7.0	0.8	0.00027588
94	263400	550.0	500.0	500.0	500.0	100	10.0	0.8	0.000134714
10	263400	2050.0	500.0	500.0	500.0	100	0.4	0.8	0.00038267
11	263400	2050.0	500.0	500.0	500.0	100	0.6	0.8	0.0012444
12	263400	2050.0	500.0	500.0	500.0	100	0.8	0.8	0.0022857
30	263400	2050.0	500.0	500.0	500.0	100	1.0	0.8	0.0031167
46	263400	2050.0	500.0	500.0	500.0	100	1.2	0.8	0.0035954
95	263400	2050.0	500.0	500.0	500.0	100	1.4	0.8	0.0037692
96	263400	2050.0	500.0	500.0	500.0	100	1.6	0.8	0.0037038
97	263400	2050.0	500.0	500.0	500.0	100	1.8	0.8	0.0035322
98	263400	2050.0	500.0	500.0	500.0	100	2.0	0.8	0.0032905
99	263400	2050.0	500.0	500.0	500.0	100	2.5	0.8	0.0026466
100	263400	2050.0	500.0	500.0	500.0	100	3.0	0.8	0.0020998
101	263400	2050.0	500.0	500.0	500.0	100	3.5	0.8	0.0016687
102	263400	2050.0	500.0	500.0	500.0	100	4.0	0.8	0.0013454
103	263400	2050.0	500.0	500.0	500.0	100	4.5	0.8	0.0010996
104	263400	2050.0	500.0	500.0	500.0	100	5.0	0.8	0.00091158
105	263400	2050.0	500.0	500.0	500.0	100	7.0	0.8	0.00047838
106	263400	2050.0	500.0	500.0	500.0	100	10.0	0.8	0.00022845
13	263400	2100.0	500.0	500.0	500.0	100	0.4	0.8	0.00034284
14	263400	2100.0	500.0	500.0	500.0	100	0.6	0.8	0.0011124
15	263400	2100.0	500.0	500.0	500.0	100	0.8	0.8	0.002039
31	263400	2100.0	500.0	500.0	500.0	100	1.0	0.8	0.0027792
47	263400	2100.0	500.0	500.0	500.0	100	1.2	0.8	0.0032019
107	263400	2100.0	500.0	500.0	500.0	100	1.4	0.8	0.0033548
108	263400	2100.0	500.0	500.0	500.0	100	1.6	0.8	0.0033066
109	263400	2100.0	500.0	500.0	500.0	100	1.8	0.8	0.0031544
110	263400	2100.0	500.0	500.0	500.0	100	2.0	0.8	0.0029329
111	263400	2100.0	500.0	500.0	500.0	100	2.5	0.8	0.0023608
112	263400	2100.0	500.0	500.0	500.0	100	3.0	0.8	0.0018691
113	263400	2100.0	500.0	500.0	500.0	100	3.5	0.8	0.001489
114	263400	2100.0	500.0	500.0	500.0	100	4.0	0.8	0.0011981
115	263400	2100.0	500.0	500.0	500.0	100	4.5	0.8	0.00097987
116	263400	2100.0	500.0	500.0	500.0	100	5.0	0.8	0.00081268
117	263400	2100.0	500.0	500.0	500.0	100	7.0	0.8	0.00042677
118	263400	2100.0	500.0	500.0	500.0	100	10.0	0.8	0.00020394
16	263400	2150.0	500.0	500.0	500.0	100	0.4	0.8	0.00030705
17	263400	2150.0	500.0	500.0	500.0	100	0.6	0.8	0.00099397
18	263400	2150.0	500.0	500.0	500.0	100	0.8	0.8	0.0018216
32	263400	2150.0	500.0	500.0	500.0	100	1.0	0.8	0.0024819
48	263400	2150.0	500.0	500.0	500.0	100	1.2	0.8	0.0028609
119	263400	2150.0	500.0	500.0	500.0	100	1.4	0.8	0.0029876
120	263400	2150.0	500.0	500.0	500.0	100	1.6	0.8	0.0029511
121	263400	2150.0	500.0	500.0	500.0	100	1.8	0.8	0.0028113
122	263400	2150.0	500.0	500.0	500.0	100	2.0	0.8	0.0026243
123	263400	2150.0	500.0	500.0	500.0	100	2.5	0.8	0.0021091
124	263400	2150.0	500.0	500.0	500.0	100	3.0	0.8	0.0016678
125	263400	2150.0	500.0	500.0	500.0	100	3.5	0.8	0.0013273
126	263400	2150.0	500.0	500.0	500.0	100	4.0	0.8	0.0010698
127	263400	2150.0	500.0	500.0	500.0	100	4.5	0.8	0.00087393
128	263400	2150.0	500.0	500.0	500.0	100	5.0	0.8	0.00072154
129	263400	2150.0	500.0	500.0	500.0	100	7.0	0.8	0.0003812
130	263400	2150.0	500.0	500.0	500.0	100	10.0	0.8	0.00018157
19	263400	2200.0	500.0	500.0	500.0	100	0.4	0.8	0.00027584
20	263400	2200.0	500.0	500.0	500.0	100	0.6	0.8	0.00088855
21	263400	2200.0	500.0	500.0	500.0	100	0.8	0.8	0.001628
33	263400	2200.0	500.0	500.0	500.0	100	1.0	0.8	0.0022142
49	263400	2200.0	500.0	500.0	500.0	100	1.2	0.8	0.0025514
131	263400	2200.0	500.0	500.0	500.0	100	1.4	0.8	0.0026727
132	263400	2200.0	500.0	500.0	500.0	100	1.6	0.8	0.0026359
133	263400	2200.0	500.0	500.0	500.0	100	1.8	0.8	0.0025105
134	263400	2200.0	500.0	500.0	500.0	100	2.0	0.8	0.0023396
135	263400	2200.0	500.0	500.0	500.0	100	2.5	0.8	0.0018842
136	263400	2200.0	500.0	500.0	500.0	100	3.0	0.8	0.0014925
137	263400	2200.0	500.0	500.0	500.0	100	3.5	0.8	0.0011849
138	263400	2200.0	500.0	500.0	500.0	100	4.0	0.8	0.00095649
139	263400	2200.0	500.0	500.0	500.0	100	4.5	0.8	0.00078127
140	263400	2200.0	500.0	500.0	500.0	100	5.0	0.8	0.00064671
141	263400	2200.0	500.0	500.0	500.0	100	7.0	0.8	0.00034076
142	263400	2200.0	500.0	500.0	500.0	100	10.0	0.8	0.00016249
22	263400	2250.0	500.0	500.0	500.0	100	0.4	0.8	0.00024782
23	263400	2250.0	500.0	500.0	500.0	100	0.6	0.8	0.00079487
24	263400	2250.0	500.0	500.0	500.0	100	0.8	0.8	0.0014555
34	263400	2250.0	500.0	500.0	500.0	100	1.0	0.8	0.0019789
50	263400	2250.0	500.0	500.0	500.0	100	1.2	0.8	0.0022853
143	263400	2250.0	500.0	500.0	500.0	100	1.4	0.8	0.0023879
144	263400	2250.0	500.0	500.0	500.0	100	1.6	0.8	0.0023525
145	263400	2250.0	500.0	500.0	500.0	100	1.8	0.8	0.0022451
146	263400	2250.0	500.0	500.0	500.0	100	2.0	0.8	0.0020879
147	263400	2250.0	500.0	500.0	500.0	100	2.5	0.8	0.001682
148	263400	2250.0	500.0	500.0	500.0	100	3.0	0.8	0.0013339
149	263400	2250.0	500.0	500.0	500.0	100	3.5	0.8	0.0010591
150	263400	2250.0	500.0	500.0	500.0	100	4.0	0.8	0.00085449
151	263400	2250.0	500.0	500.0	500.0	100	4.5	0.8	0.00069678
152	263400	2250.0	500.0	500.0	500.0	100	5.0	0.8	0.00057856
153	263400	2250.0	500.0	500.0	500.0	100	7.0	0.8	0.00030399
154	263400	2250.0	500.0	500.0	500.0	100	10.0	0.8	0.00014494
25	263400	2300.0	500.0	500.0	500.0	100	0.4	0.8	0.00022264
26	263400	2300.0	500.0	500.0	500.0	100	0.6	0.8	0.00071324
27	263400	2300.0	500.0	500.0	500.0	100	0.8	0.8	0.0013003
35	263400	2300.0	500.0	500.0	500.0	100	1.0	0.8	0.0017735
51	263400	2300.0	500.0	500.0	500.0	100	1.2	0.8	0.0020381
155	263400	2300.0	500.0	500.0	500.0	100	1.4	0.8	0.0021384
156	263400	2300.0	500.0	500.0	500.0	100	1.6	0.8	0.0021036
157	263400	2300.0	500.0	500.0	500.0	100	1.8	0.8	0.0020017
158	263400	2300.0	500.0	500.0	500.0	100	2.0	0.8	0.0018726
159	263400	2300.0	500.0	500.0	500.0	100	2.5	0.8	0.0015061
160	263400	2300.0	500.0	500.0	500.0	100	3.0	0.8	0.0011911
161	263400	2300.0	500.0	500.0	500.0	100	3.5	0.8	0.00094828
162	263400	2300.0	500.0	500.0	500.0	100	4.0	0.8	0.0007654
163	263400	2300.0	500.0	500.0	500.0	100	4.5	0.8	0.00062491
164	263400	2300.0	500.0	500.0	500.0	100	5.0	0.8	0.00051747
165	263400	2300.0	500.0	500.0	500.0	100	7.0	0.8	0.00027229
166	263400	2300.0	500.0	500.0	500.0	100	10.0	0.8	0.00012996
28	263400	2450.0	500.0	500.0	500.0	100	0.4	0.8	0.00016218
29	263400	2450.0	500.0	500.0	500.0	100	0.6	0.8	0.00051598
30	263400	2450.0	500.0	500.0	500.0	100	0.8	0.8	0.0009368
36	263400	2450.0	500.0	500.0	500.0	100	1.0	0.8	0.0012747
52	263400	2450.0	500.0	500.0	500.0	100	1.2	0.8	0.0014708
167	263400	2450.0	500.0	500.0	500.0	100	1.4	0.8	0.0015356
168	263400	2450.0	500.0	500.0	500.0	100	1.6	0.8	0.0015127
169	263400	2450.0	500.0	500.0	500.0	100	1.8	0.8	0.001442
170	263400	2450.0	500.0	500.0	500.0	100	2.0	0.8	0.0013471
171	263400	2450.0	500.0	500.0	500.0	100	2.5	0.8	0.0010817
172	263400	2450.0	500.0	500.0	500.0	100	3.0	0.8	0.00085926
173	263400	2450.0	500.0	500.0	500.0	100	3.5	0.8	0.00068189
174	263400	2450.0	500.0	500.0	500.0	100	4.0	0.8	0.00055029
175	263400	2450.0	500.0	500.0	500.0	100	4.5	0.8	0.00044974
176	263400	2450.0	500.0	500.0	500.0	100	5.0	0.8	0.00037286
177	263400	2450.0	500.0	500.0	500.0	100	7.0	0.8	0.00019595
178	263400	2450.0	500.0	500.0	500.0	100	10.0	0.8	9.3506e-05
31	263400	2700.0	500.0	500.0	500.0	100	0.4	0.8	9.7101e-05
32	263400	2700.0	500.0	500.0	500.0	100	0.6	0.8	0.00030463
33	263400	2700.0	500.0	500.0	500.0	100	0.8	0.8	0.00055166
37	263400	2700.0	500.0	500.0	500.0	100	1.0	0.8	0.00074735
53	263400	2700.0	500.0	500.0	500.0	100	1.2	0.8	0.00086022
179	263400	2700.0	500.0	500.0	500.0	100	1.4	0.8	0.00090116
180	263400	2700.0	500.0	500.0	500.0	100	1.6	0.8	0.00088722
181	263400	2700.0	500.0	500.0	500.0	100	1.8	0.8	0.00084549
182	263400	2700.0	500.0	500.0	500.0	100	2.0	0.8	0.00078667
183	263400	2700.0	500.0	500.0	500.0	100	2.5	0.8	0.00063525
184	263400	2700.0	500.0	500.0	500.0	100	3.0	0.8	0.00050367
185	263400	2700.0	500.0	500.0	500.0	100	3.5	0.8	0.0004003
186	263400	2700.0	500.0	500.0	500.0	100	4.0	0.8	0.00032253
187	263400	2700.0	500.0	500.0	500.0	100	4.5	0.8	0.00026308
188	263400	2700.0	500.0	500.0	500.0	100	5.0	0.8	0.0002182
189	263400	2700.0	500.0	500.0	500.0	100	7.0	0.8	0.00011506
190	263400	2700.0	500.0	500.0	500.0	100	10.0	0.8	5.4805e-05
34	263400	2750.0	500.0	500.0	500.0	100	0.4	0.8	8.7868e-05
35	263400	2750.0	500.0	500.0	500.0	100	0.6	0.8	0.0002747
36	263400	2750.0	500.0	500.0	500.0	100	0.8	0.8	0.00049576
38	263400	2750.0	500.0	500.0	500.0	100	1.0	0.8	0.00067301
54	263400	2750.0	500.0	500.0	500.0	100	1.2	0.8	0.00077573
191	263400	2750.0	500.0	500.0	500.0	100	1.4	0.8	0.00081078
192	263400	2750.0	500.0	500.0	500.0	100	1.6	0.8	0.000799
193	263400	2750.0	500.0	500.0	500.0	100	1.8	0.8	0.00076263
194	263400	2750.0	500.0	500.0	500.0	100	2.0	0.8	0.0007082
195	263400	2750.0	500.0	500.0	500.0	100	2.5	0.8	0.0005707
196	263400	2750.0	500.0	500.0	500.0	100	3.0	0.8	0.0004527
197	263400	2750.0	500.0	500.0	500.0	100	3.5	0.8	0.00036087
198	263400	2750.0	500.0	500.0	500.0	100	4.0	0.8	0.00029035
199	263400	2750.0	500.0	500.0	500.0	100	4.5	0.8	0.00023704
200	263400	2750.0	500.0	500.0	500.0	100	5.0	0.8	0.0001962
201	263400	2750.0	500.0	500.0	500.0	100	7.0	0.8	0.00010361
202	263400	2750.0	500.0	500.0	500.0	100	10.0	0.8	4.9423e-05
37	263400	2800.0	500.0	500.0	500.0	100	0.4	0.8	7.9044e-05
38	263400	2800.0	500.0	500.0	500.0	100	0.6	0.8	0.00024692
39	263400	2800.0	500.0	500.0	500.0	100	0.8	0.8	0.00044636
39	263400	2800.0	500.0	500.0	500.0	100	1.0	0.8	0.00060757
55	263400	2800.0	500.0	500.0	500.0	100	1.2	0.8	0.00069743
203	263400	2800.0	500.0	500.0	500.0	100	1.4	0.8	0.00073028
204	263400	2800.0	500.0	500.0	500.0	100	1.6	0.8	0.00071867
205	263400	2800.0	500.0	500.0	500.0	100	1.8	0.8	0.00068579
206	263400	2800.0	500.0	500.0	500.0	100	2.0	0.8	0.00063967
207	263400	2800.0	500.0	500.0	500.0	100	2.5	0.8	0.00051393
208	263400	2800.0	500.0	500.0	500.0	100	3.0	0.8	0.0004079
209	263400	2800.0	500.0	500.0	500.0	100	3.5	0.8	0.00032448
210	263400	2800.0	500.0	500.0	500.0	100	4.0	0.8	0.00026156
211	263400	2800.0	500.0	500.0	500.0	100	4.5	0.8	0.00021423
212	263400	2800.0	500.0	500.0	500.0	100	5.0	0.8	0.00017702
213	263400	2800.0	500.0	500.0	500.0	100	7.0	0.8	9.3157e-05
214	263400	2800.0	500.0	500.0	500.0	100	10.0	0.8	4.4476e-05
40	263400	2850.0	500.0	500.0	500.0	100	0.4	0.8	7.1844e-05
41	263400	2850.0	500.0	500.0	500.0	100	0.6	0.8	0.00022306
42	263400	2850.0	500.0	500.0	500.0	100	0.8	0.8	0.00040311
40	263400	2850.0	500.0	500.0	500.0	100	1.0	0.8	0.00054631
56	263400	2850.0	500.0	500.0	500.0	100	1.2	0.8	0.00062912
215	263400	2850.0	500.0	500.0	500.0	100	1.4	0.8	0.00065764
216	263400	2850.0	500.0	500.0	500.0	100	1.6	0.8	0.00065033
217	263400	2850.0	500.0	500.0	500.0	100	1.8	0.8	0.00061694
218	263400	2850.0	500.0	500.0	500.0	100	2.0	0.8	0.00057617
219	263400	2850.0	500.0	500.0	500.0	100	2.5	0.8	0.00046535
220	263400	2850.0	500.0	500.0	500.0	100	3.0	0.8	0.00036741
221	263400	2850.0	500.0	500.0	500.0	100	3.5	0.8	0.00029173
222	263400	2850.0	500.0	500.0	500.0	100	4.0	0.8	0.00023578
223	263400	2850.0	500.0	500.0	500.0	100	4.5	0.8	0.00019287
224	263400	2850.0	500.0	500.0	500.0	100	5.0	0.8	0.00015919
225	263400	2850.0	500.0	500.0	500.0	100	7.0	0.8	8.4154e-05
226	263400	2850.0	500.0	500.0	500.0	100	10.0	0.8	4.0042e-05
43	263400	2900.0	500.0	500.0	500.0	100	0.4	0.8	6.4819e-05
44	263400	2900.0	500.0	500.0	500.0	100	0.6	0.8	0.00020149
45	263400	2900.0	500.0	500.0	500.0	100	0.8	0.8	0.0003635
41	263400	2900.0	500.0	500.0	500.0	100	1.0	0.8	0.00049265
57	263400	2900.0	500.0	500.0	500.0	100	1.2	0.8	0.00056849
227	263400	2900.0	500.0	500.0	500.0	100	1.4	0.8	0.00059385
228	263400	2900.0	500.0	500.0	500.0	100	1.6	0.8	0.00058702
229	263400	2900.0	500.0	500.0	500.0	100	1.8	0.8	0.00055767
230	263400	2900.0	500.0	500.0	500.0	100	2.0	0.8	0.00051958
231	263400	2900.0	500.0	500.0	500.0	100	2.5	0.8	0.00041915
232	263400	2900.0	500.0	500.0	500.0	100	3.0	0.8	0.0003315
233	263400	2900.0	500.0	500.0	500.0	100	3.5	0.8	0.00026398
234	263400	2900.0	500.0	500.0	500.0	100	4.0	0.8	0.0002128
235	263400	2900.0	500.0	500.0	500.0	100	4.5	0.8	0.00017402
236	263400	2900.0	500.0	500.0	500.0	100	5.0	0.8	0.00014414
237	263400	2900.0	500.0	500.0	500.0	100	7.0	0.8	7.5721e-05
238	263400	2900.0	500.0	500.0	500.0	100	10.0	0.8	3.6116e-05
46	263400	2950.0	500.0	500.0	500.0	100	0.4	0.8	5.8828e-05
47	263400	2950.0	500.0	500.0	500.0	100	0.6	0.8	0.00018191
48	263400	2950.0	500.0	500.0	500.0	100	0.8	0.8	0.00032801
42	263400	2950.0	500.0	500.0	500.0	100	1.0	0.8	0.00044538
58	263400	2950.0	500.0	500.0	500.0	100	1.2	0.8	0.00051277
239	263400	2950.0	500.0	500.0	500.0	100	1.4	0.8	0.00053515
240	263400	2950.0	500.0	500.0	500.0	100	1.6	0.8	0.00052852
241	263400	2950.0	500.0	500.0	500.0	100	1.8	0.8	0.00050209
242	263400	2950.0	500.0	500.0	500.0	100	2.0	0.8	0.0004683
243	263400	2950.0	500.0	500.0	500.0	100	2.5	0.8	0.00037855
244	263400	2950.0	500.0	500.0	500.0	100	3.0	0.8	0.00029938
245	263400	2950.0	500.0	500.0	500.0	100	3.5	0.8	0.00023806
246	263400	2950.0	500.0	500.0	500.0	100	4.0	0.8	0.00019183
247	263400	2950.0	500.0	500.0	500.0	100	4.5	0.8	0.00015711
248	263400	2950.0	500.0	500.0	500.0	100	5.0	0.8	0.00012986
249	263400	2950.0	500.0	500.0	500.0	100	7.0	0.8	6.8448e-05
250	263400	2950.0	500.0	500.0	500.0	100	10.0	0.8	3.2588e-05
